F0010001A2007_170_07,ha24 zu55 teu11 zang55 zo55 se55 ge55 ngin11 ka55 seu31 ca24 biong24 qiu55 biong55 ngiung55 e11 
F0010001A2007_171_07,di55 vug2 ha24 ngai11 co55 tai55 ha24 boi55 han11 iu24 sam24 ge55 lo31 moi55
F0010001A2007_172_07,tien24 sii11 an31 ngied5 siid5 id2 gon55 ben24 ben24 ge55 liong11 sui31 i55 su24 song31 
F0010001A2007_173_07,ngi11 pa55 i55 voi55 zu31 o24 lai55 e31 zag2 zag2 hiug2 do55 an31 tai55 xien24
F0010001A2007_174_07,ia31 pin31 coi55 pi55 hi31 loi11 hiong24 pun55 pun55 e31 siid5 hi31 loi11 mo11 gien55 ki11 
F0010001A2007_175_07,n11 dag2 bai31 du55 he55 gong31 fa55 mo11 son55 sii55 nan11 guai55 voi55 bog2 ngin11 nau24 lo31 tai24 iung55 sa24 liau24 tung11 fa24 pun11 ge55 nai11 pu24 piang11 loi11
F0010001A2007_176_07,ngiog2 mo24 cung11 ge55 mo24 voi55 ngiog2 ngin11 oi55 se55 ngi55 m11 ho31 bun24 gi11 ien11 do31 
F0010001A2007_177_07,zon31 hon11 le24 ga24 liang24 gab2 e31 mo11 hon11 do31 sii11 mo11 gad2 mo11 sad2 zo55 ngin11 m11 ho31 ted2 vang11
F0010001A2007_178_07,he55 gien55 ngin11 qion11 sam31 ngi11 qiong55 giang24 gui31 iong55 e31 ge55 qiu55 gien55 seu55 le11 na24 
F0010001A2007_179_07,tung24 a55 do31 qiu55 ai24 ai24 jib5 jib5 ge55 ngin11 oi55 ngiong31 e31 zo55 tai55 sii55 ia31 tiau11 san24 lu55 vad2 loi11 vad2 hi55
F0010001A2007_18_07,sam24 tog5 xi55 tog5 tog5 zag2 lan55 pu11 sog5
F0010001A2007_180_07,ca24 e31 dong24 nan11 sii31 ia31 ge55 se55 moi55 e31 ge55 mien55 fung11 lo24 lo24 e31 qin55 qiong55 lin55 go31 kiung55 iong55 
F0010001A2007_181_07,a24 ji31 siid2 lien55 ge55 cam55 e31 di55 zai24 tong11 hed5 ho31 giu31 kon55 do31 gi11 pin11 on24 zon31 loi11
F0010001A2007_182_07,tai55 ga24 qiu55 kon24 xim24 e11 a24 bag2 zang55 cud2 ien55 siin24 ti31 han11 ngiog5 ngiog5 m11 ho31 hi55 zo55 cu24 se55 
F0010001A2007_183_07,dong24 giu31 mo11 log5 i31 id2 nai55 e31 du55 zau24 xi24 xi24 e31 a24 min11 zo55 sii55 id2 van11 id2 ngi55 van11 ngi55
F0010001A2007_184_07,m11 voi55 o11 be11 loi11 teu11 bai31 ngin11 mai55 ng11 e31 iung55 med5 pi11 kien55 do55 id2 kien55 id2 kien55 e31 mai55 
F0010001A2007_185_07,ngai11 gim24 bu24 ngid2 nan24 sii24 dai55 fan55 dong24 zu55 hi55 ngo55 boi55 siid5 tai55 mien55 qiu55 ho31
F0010001A2007_186_07,ngin11 gong31 zu24 ma11 pi11 zu24 zii31 vong55 ga24 dai31 ho31 ge55 ngin11 ka55 iu24 qien11 gieu31 zii31 ti55 tug5 su24 
F0010001A2007_187_07,siib2 hi55 cung24 su55 e31 dong24 giag2 mud2 ted2 zeu31 gi31 ha24 zon31 hog5 gau31 tung11 ngi11 sung55 ko55 bun31
F0010001A2007_188_07,ziin55 gin24 med2 soi24 ngin11 ia31 deu24 lang11 gog2 e31 m11 la55 mai24 id2 gi24 gi24 e31 ben24 
F0010001A2007_189_07,koi24 du31 cong11 ge55 teu11 ga24 voi55 cu24 teu11 bun24 fung11 ma31 ngin11 lon55 con11 fa55
F0010001A2007_190_07,ngo55 boi55 ngin11 gong31 do55 dong24 nan11 tang24 ngi11 di24 mo11 
F0010001A2007_191_07,siid5 cii55 po24 e31 ge55 sii11 di55 teu11 oi55 zag2 ted2
F0010001A2007_192_07,ia31 ng31 zu31 gog2 sui24 ien11 gong31 m11 he55 dong24 jiang24 m11 go55 dong24 nai55 kon55 
F0010001A2007_193_07,vug2 ha24 nguan11 ki31 id2 qien24 dam24 bun24 gi11 zag2 ba31 e31 gau31 voi55 ngiong31 e31 ia31 zog2 coi55 zu31 do55 mo11 ham11 mo11 xiang24
F0010001A2007_194_07,m11 xiang11 ngin11 siid5 gi11 sang24 loi11 dong24 nun55 xiong55 ki11 siid5 gi11 xi55 siib5 lang11 se55 e11 
F0010001A2007_2_07,hang11 ded2 ia55 lu55 do24 bid2 iu24 ngi55 gui31 sii11 
F0010001A2007_20_07,a24 gung24 di55 gien24 du31 hied2 kun55 lo31 tai24 di55 tang24 ha24 kon55 tien55 sii55
F0010001A2007_21_07,he55 mo11 he55 m11 he55 zo55 ded2 mo11 zo55 m11 ded2 zo55 ded2 n11 hiau31 ded2 mo11
F0010001A2007_22_07,mo11 mun55 ti11 ngi11 siid2 gi11 mo11 ngai11 m11 siid2 gi11 giung24 hi31 fad2 coi11 xin24 ngien11 kuai55 log5
F0010001A2007_23_07,ia31 fung24 xin55 e31 he55 hon11 gued2 gi55 loi11 ge55 qid2 ga24 hang11 id2 lin24 qiu55 voi55 di24 le31 ngien11 loi11 bo24 li11 he55 n11 da31 lan55 ted2 ge55
F0010001A2007_24_07,gi11 he55 a24 po11 qiung11 se55 tu55 do55 tai55 ge55 a24 go24 qiung11 loi11 m11 siid2 qid2 ga24 zu31 fan55 
F0010001A2007_25_07,gia24 ji31 zang24 gied2 fun24 hem24 ji31 cong24 han11 hem24 m11 guan55 zoi55 a24 li55 dong24 iu24 li24 mau55 kon55 do31 ngin11 qiu55 voi55 hem24 ngin11
F0010001A2007_26_07,liong31 ji31 moi55 vi55 do31 id2 liang24 sam24 di55 tang24 ha24 xiong24 ma55 a24 me24 sang24 ngid2 a24 ji31 oi55 qid2 ga24 zo55 gie24 lon31 gau24 
F0010001A2007_27_07,ia31 li24 bai55 ga24 bi24 mai24 id2 sung55 id2 a24 ji31 gim24 ngien11 liug2 ngied5 oi55 bid2 ngiab5 dag2 zeu24 siin11 iu24 ngin11 loi11 sung55 bo55 zii31
F0010001A2007_28_07,a24 me24 dag2 li24 bai55 hi55 hog5 cab2 fa24 gong31 do31 siid5 o24 gi11 da31 ti55 id2 
F0010001A2007_29_07,ngi11 ha55 zag2 ngied5 oi55 hi55 xin24 zug2 he55 mo11 sui31 non24 ho31 le11 giag2 giag2 hi55 se31 siin24 zang55 zon31 a55 loi11
F0010001A2007_3_07,ngin11 qin11 ho31 siid5 sui31 tiam11 
F0010001A2007_30_07,ngo55 boi55 qiu55 log5 i31 xin24 sang24 voi55 tung11 ngi11 i24 ho31 m11 sii31 seu11 tien24 sii11 an31 ngied5 cud2 hi55 sai55 voi55 ngied5 do31 
F0010001A2007_31_07,toi11 bed2 ca24 teu11 cu24 giu31 tien24 gung24 sang24 co24 fo31 ca24 hi55 fa24 lien11 giau24 fung11 mo24 nai11 id2 tai55 ba31 so31 sii31
F0010001A2007_32_07,gung24 sii24 con55 dong24 do24 qien11 toi11 van11 ngiun11 hong11 tai55 iog2 ng31 cag2 cong11 ha55 li24 bai55 id2 qiang31 ga31 
F0010001A2007_33_07,tien24 gong24 ngid2 gi31 do24 sa11 voi55 loi11 go55 mo11 gi31 giu31 a24 mi24 qiu55 oi55 ga55 le31
F0010001A2007_34_07,gi11 liong31 hiung24 ti55 siid5 cai55 voi55 med2 xi31 ngin11 song55 bai31 iu24 gong31 go55 ngiong31 iu55 m11 gi55 ded2 
F0010001A2007_35_07,tien24 gong24 zeu24 siin11 oi55 da31 fung11 ban31 dag2 ngid2 soi55 do55 qid2 zu55 bad2 zu55 zo55 m11 ded2 qin31 cai31 deb5 ti55 seb2
F0010001A2007_36_07,dui55 mien55 xin24 hi31 liong31 pai11 vug2 e31 a24 me24 di55 zo55 ha24 sab5 gie24 e31 meu55 e31 di55 vug2 dang31 hong55 soi55 mug2 
F0010001A2007_37_07,dai55 su31 beu31 e31 gi11 dai55 sii55 lim11 ki24 ngi11 oi55 jiab2 su55 sii55 siid5 id2 tai55 von31 gung24 gi11 dai55 siib5 ngi55 leu11
F0010001A2007_38_07,lo31 tai24 dong24 hau55 siid5 ben24 fa55 id2 tiau11 xien55 fan55 diam55 hied2 id2 ia55 go24 hiung11 he55 gia24 gu55 hiong24 
F0010001A2007_39_07,na55 he55 iu24 ngiong31 e31 qiu55 oi55 gong31 mog5 hag2 hi55 a24 me24 mo11 di55 tang24 ha24 di55 di24 boi55 zu31 fan55
F0010001A2007_4_07,miang55 vai24 hau55 son55 miang55 ngin11 cu31 hau55 zeu55 giang55 
F0010001A2007_40_07,gin31 hang11 gin31 kon55 kon55 do31 zung55 i55 ge55 zang55 mai24 gi11 cud2 ca24 fo55 go55 heu55 ngin11 qiu55 mo11 ted2 le31 
F0010001A2007_41_07,ia31 vug2 e31 zang55 liong31 zan55 leu11 tin55 tin55 bun24 ban31 e31 lau24 ngin11 bun24 fan55 siid5 
F0010001A2007_42_07,bai55 liug2 ge55 ia55 sii55 e31 an31 do24 ngin11 dag2 sa11 ngin11 ang24 e31 du31 cab2 den31 dong24 jiang24 ge55 fa24 
F0010001A2007_43_07,ng31 siib5 gung24 gin24 id2 zong24 vi55 sen24 zii31 gi11 ga55 bun24 xiang55 zong24 ge55 id2 hab5 biang31 e31 mo11 ngin11 di55 vug2 ha24
F0010001A2007_44_07,bun24 gi11 id2 de55 tong11 e31 xia31 liong31 hong11 sii55 tung11 n11 kiung55 ha55 hi55 siid5 do55 du31 sii31 bau31 bau31 
F0010001A2007_45_07,gi11 m11 he55 ziin55 siid2 ien11 gung24 tai55 ga24 beu31 hien55 do55 dong24 ho31 ngin11 oi55 di24 gam31 qia55 zang55 ho31
F0010001A2007_46_07,gi11 ia31 ha55 he55 gon31 li24 ien11 toi11 van11 iu24 dong24 do24 hag2 ngin11 gi11 liong31 hiung24 ti55 ca24 siib5 se55 
F0010001A2007_47_07,ngo55 boi55 log5 tai55 i31 han11 hiong31 lui11 gung24 ca24 e31 bun24 tai55 sag5 teu11 zag2 do55 mien11 mien11 log5 i31 go55 heu55
F0010001A2007_48_07,ngo55 boi55 cud2 tien24 giung24 hiong24 gong31 xin24 hi31 ge55 fi24 gi24 cong11 dong24 tai55 gi11 dai55 di55 zung24 iong24 ngi55 gie24 
F0010001A2007_49_07,zung24 sang24 id2 hiong31 hog5 sang24 e31 gin31 biang55 biang55 e31 hang11 ngib5 gau55 siid2 zun31 pi55 song55 ko55
F0010001A2007_5_07,hiau31 ded2 teu24 siid5 m11 hiau31 ded2 se31 zoi55 
F0010001A2007_50_07,go55 ngien11 diab2 mun11 dui55 zo55 ded2 zen24 tiam24 deu24 e31 hi31 hi55 
F0010001A2007_51_07,ho11 tun11 tung11 hoi31 tun11 hin11 ti31 ca24 siib5 fun24 do24 iu24 ma31 ge55 ho31 kung24 gi55 ded2 hem24 ngai11 a55
F0010001A2007_52_07,pan55 ia31 fad5 tung55 dong24 iu24 i55 ngi55 gia24 ng31 pen11 iu24 iu24 diam31 i55 do24 
F0010001A2007_53_07,ia31 iog5 pin31 san31 sen24 dong24 do24 mun55 ti11 do24 iung55 ca11 gu24 se31 su31 zang55 voi55 seu24 mied5 piang55 tug5
F0010001A2007_54_07,ia31 hong55 sii55 qin11 ha24 ban24 i24 qien11 oi55 van11 siin11 sui31 tab2 bun24 fung24 cai24 coi24 vang55 ted2 
F0010001A2007_55_07,mo11 dab2 mo11 doi55 bun24 ngin11 ma55 xim24 du31 cii55 do31 i55 vi24 kud2 ngai11 ha24 zu55 mo11 hied2 kun55 ia31 ha55 jin24 siin11 m11 ho31
F0010001A2007_56_07,gin31 bag2 zoi55 gi11 qim11 m11 do31 siin24 fun55 ziin55 di55 gien24 hong55 gin31 bien31 ngi11 di55 bien31 ma31 ge55 dung24 xi24 
F0010001A2007_57_07,song24 a24 li24 san24 iu24 fo31 ca24 lu55 tung24 hang11 gi24 cu31 gien55 sad2 gien55 sad2 gued2 ga24 ko24 gi24 tai55 hog5
F0010001A2007_58_07,ko24 gi24 jin55 pu55 ma24 teu11 tin11 dong24 do24 son11 e31 gien55 lib5 guan24 he55 gien55 lib5 zii55 tu55 
F0010001A2007_59_07,qien11 oi55 iun11 iun11 e31 sii31 m11 ho31 id2 do55 sii31 qiang55 qiang55 ia31 lu55 heu31 sii11 sii11 iu24 ca24 fo55
F0010001A2007_6_07,sam24 ngin11 tung11 id2 xim24 vong11 nai11 bien55 siin11 gim24
F0010001A2007_60_07,gin24 go55 ge55 sii11 jied2 oi55 se55 ngi55 se55 ngin11 e31 sii11 song11 voi55 di55 ia31 gau31 du31 ngin11 qim11 
F0010001A2007_61_07,a24 gung24 xin55 fud5 gau55 gi11 xin55 gi24 dug2 gau55 gim24 ngien11 he55 iun55 ngien11
F0010001A2007_62_07,qiang24 miang11 oi55 gua55 zii31 tien24 tong11 tung11 ti55 ngiug5 gau55 coi11 iu24 liug2 cag2 
F0010001A2007_63_07,gi11 liong31 sa11 dong24 xiong24 ho31 tai55 ga24 i55 kon55 ho31 ia31 ton55 fun24 in24
F0010001A2007_64_07,ia31 han11 mang11 sii31 an31 giag2 gied2 tin55 la31 oi55 zo55 gied2 tin55 sii11 mo11 an31 goi24 
F0010001A2007_65_07,ngid2 bun31 dong24 do24 ngin11 co24 tien55 ca24 song24 ban24 gia24 vug2 ha24 ge55 loi11 toi11 zu31 he55 dui55 cong11 san24 loi11 ge55
F0010001A2007_66_07,go55 jied2 oi55 hi55 gung24 tang24 bai55 zu31 xien24 ngien11 dan55 siin24 ki11 dien31 li24 ngi11 oi55 hi55 cam24 ga24 mo11 
F0010001A2007_67_07,qib5 man11 teu11 gong31 seu55 ko24 bo55 fu55 kieu31 gued2 min11 so31 ded2 gung24 pu55 mun11
F0010001A2007_68_07,ziid2 ziin55 dong31 gua55 bo31 ziin55 cud2 ca24 fo55 ga24 gam31 con55 ngoi55 gued2 ngin11 
F0010001A2007_69_07,gi11 deu24 sug5 sii55 qin55 do24 ngien11 lio24 gi11 deu24 in24 vi55 lib5 cong11 mo11 kiung55 iong55 sa55 bien55 tid5 ngin11
F0010001A2007_7_07,gong31 he55 id2 liu55 sui31 zo55 se55 mo11 ban55 pied2
F0010001A2007_70_07,gien24 du31 iu24 lo55 cu31 e31 lo31 moi55 hag2 do55 gin31 gieu55 
F0010001A2007_71_07,mo11 zii24 siid2 me55 oi55 iu24 song11 siid2 a24 ji31 bod2 zii31 gin31 xiong31 oi55 pon24 ngied5 do55 gin31 cud2 hon55
F0010001A2007_72_07,gia24 siin24 go24 dong24 du31 ho31 gia24 se55 ngin11 e31 ti31 cung24 ngiong31 an31 kiang24 gi11 dui55 qid2 ga24 mo11 ban55 xid5 cii55 xin55 
F0010001A2007_73_07,zo55 fai31 sii55 zo31 man55 voi55 bun24 gin31 cad2 zog2 do31 sii31 qien11 m11 di24 tung55 zo31 man55 voi55 vang55 gong11
F0010001A2007_74_07,ia31 pien31 ge55 co31 e31 ngai11 god2 ca24 m11 do24 le24 sa55 den31 qiu55 gau24 bun24 n11 su24 mi24 
F0010001A2007_75_07,gi11 liong31 zii31 so31 cong11 teu55 i55 gien55 xiong24 fan31 cung55 zii31 iung55 ted2 le24 fam55 fab2 oi55 jiab2 su55 sii24 fab2 ge55 siim31 pan55
F0010001A2007_76_07,gi11 hi55 go55 dong24 do24 gued2 ga24 nga24 gim24 hi55 bun24 ced5 e31 teu24 qiang55 qiang55 le11 
F0010001A2007_77_07,ngai11 dui55 liu11 lien11 ge55 in55 xiong55 dong24 fai31 m11 hau55 siid5
F0010001A2007_78_07,di55 ngai11 in55 xiong55 du31 gi11 dui55 ngin11 dong24 ho31 
F0010001A2007_79_07,gi11 dong24 iu24 coi11 m11 dan24 qiang55 voi55 cong55 go24 e31 han11 dong24 voi55 zo55 hi55
F0010001A2007_8_07,sii31 cud2 fu55 dai55 iu55 da31 gied2 gib2 xi31 ngin11
F0010001A2007_80_07,ia31 cu31 ga31 go55 do55 dong24 cung24 siid5 cung24 siid5 qid2 ga24 ge55 nen11 lid5 
F0010001A2007_81_07,ciid5 vud5 ien11 kiug2 fa24 ca11 hiug2 teu11 sang24 gui24 san24 do31 ciin11 qin24 fu11
F0010001A2007_82_07,lab2 log5 hi55 da31 zag2 gied2 pad2 san55 e31 id2 tung31 sui31 tag2 gi24 zung55 
F0010001A2007_83_07,tien55 sii55 toi11 iu24 dong24 do24 tam11 fa55 ge55 jied2 mug2 tien24 gong24 ngid2 gi11 qiang31 ga31
F0010001A2007_84_07,ngi11 toi55 li24 id2 ha55 ho31 mo11 gon24 bin24 zog2 kiong11 to55 he55 se55 ngin11 e31 hau55 gau31 ge55 iu11 hi55 
F0010001A2007_85_07,fam55 cung55 cui55 ngieu11 sa55 m11 ded2 gi11 dong24 jiab5 hi55 ngin11 vug2 ha24 pag5 siid5
